manufacturer,model,serial_number,manufactured_date,device_type
Hospira,PLUMA+,17434426,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434019,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17433363,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434142,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434703,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434212,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434094,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17433443,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434341,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17441087,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17440640,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434396,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434332,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434726,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434435,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434513,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434161,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434177,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434000,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17431765,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434512,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17433246,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434039,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17432437,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434735,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434064,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17441258,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17441252,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17441249,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17441084,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17480601,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17434454,2017-01-01,Anesthesia Machine
Hospira,PLUMA+,17451880,2017-01-01,Anesthesia Machine
Stryker,1115,2017006701271,2017-01-01,Stretcher
Stryker,1115,2017006701256,2017-01-01,Stretcher
Stryker,1115,2017006701268,2017-01-01,Stretcher
Stryker,1115,2017006701273,2017-01-01,Stretcher
Stryker,1115,2017006701253,2017-01-01,Stretcher
Stryker,1115,2017006701272,2017-01-01,Stretcher
Stryker,1115,2017006701266,2017-01-01,Stretcher
Stryker,1115,2017006701259,2017-01-01,Stretcher
Stryker,1115,2017006701254,2017-01-01,Stretcher
Stryker,1115,2017006701257,2017-01-01,Stretcher
Stryker,1115,2017006701267,2017-01-01,Stretcher
ZOLL Medical,R Series ALS,AF17D065076,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF17D065023,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF17D065078,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF17D065063,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AV17D064978,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF17D065082,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF17D065057,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF17D065077,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF17D065075,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF17D064998,2017-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF17D065062,2017-01-01,Defibrillator
ZOLL Medical,R Series,AF17D065064,2017-01-01,Defibrillator
ZOLL Medical,X Series,AR17B023487,2017-01-01,Defibrillator
HILL ROM,P1440,M171ME6632,2017-01-01,Hospital Bed
HILL ROM,CENTURYP1400,N177ME1533,2017-01-01,Hospital Bed
HILL ROM,CENTURYP1400,N177ME1539,2017-01-01,Hospital Bed
Edan Instruments,SE1200EXPRESS,(21)460016-M18706470008,2018-01-01,ECG Machine
Edan Instruments,IM50,M18709800015,2018-01-01,Patient Monitor
Edan Instruments,IM70,M18414780039,2018-01-01,Patient Monitor
Edan Instruments,IM70,M18414780018,2018-01-01,Patient Monitor
Edan Instruments,IM70,M18414780026,2018-01-01,Patient Monitor
Edan Instruments,IM70,M18414780044,2018-01-01,Patient Monitor
Edan Instruments,IM70,M18414780027,2018-01-01,Patient Monitor
Edan Instruments,IM70,M18414780031,2018-01-01,Patient Monitor
Edan Instruments,IM70,M18414780047,2018-01-01,Patient Monitor
Edan Instruments,IM70,M18414780019,2018-01-01,Patient Monitor
Edan Instruments,iT20,M18909080003,2018-01-01,Patient Monitor
THERMO SCIENTIFIC,SMARTVUE915,18175660D4C1,2018-01-01,Temperature Monitoring System
THERMO SCIENTIFIC,SMARTVUE915,18175660D4D3,2018-01-01,Temperature Monitoring System
THERMO SCIENTIFIC,SMARTVUE915,18175660CABF,2018-01-01,Temperature Monitoring System
THERMO SCIENTIFIC,SMARTVUE915,18355660D0LE,2018-01-01,Temperature Monitoring System
THERMO SCIENTIFIC,SMARTVUE915,18175660CB13,2018-01-01,Temperature Monitoring System
THERMO SCIENTIFIC,SMARTVUE915,18175660CABC,2018-01-01,Temperature Monitoring System
THERMO SCIENTIFIC,SMARTVUE915,181751606DFD,2018-01-01,Temperature Monitoring System
Welch Allyn,FILAC3000,1863046X,2018-01-01,Thermometer
ZOLL Medical,AEDPLUS,X18E025923,2018-01-01,AED
ZOLL Medical,X Series,AR18G033409,2018-01-01,Defibrillator
ZOLL Medical,X Series,AR18C030657,2018-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF18L089149,2018-01-01,Defibrillator
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SPX18510114SA,2018-01-01,Patient Monitor Module
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SPX18510041SA,2018-01-01,Patient Monitor Module
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SA318200468SA,2018-01-01,Patient Monitor Module
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SA318360435SA,2018-01-01,Patient Monitor Module
GE HEALTHCARE,PATIENT DATA MODULE (PDM),SPX18500865SA,2018-01-01,Patient Monitor Module
Edan Instruments,F9EXPRESS,M19804740024,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M19804740020,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M19804740011,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M19804740025,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M19804740005,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M19804740015,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M19804740016,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M1980570002,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M19804740001,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M19804740013,2019-01-01,Fetal Monitor
Edan Instruments,F9EXPRESS,M19804740022,2019-01-01,Fetal Monitor
Edan Instruments,ELITEV5,M19805320027,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19701080008,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19701080003,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19701080007,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19507110013,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19507110011,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19701080019,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320022,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19702060009,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320040,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320023,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320016,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320048,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320020,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320038,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320045,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320009,2019-01-01,Vital Signs Monitor
Edan Instruments,ELITEV5,M19805320026,2019-01-01,Vital Signs Monitor
Edan Instruments,IM50,M19110560012,2019-01-01,Patient Monitor
Edan Instruments,IM50,M19100850023,2019-01-01,Patient Monitor
Edan Instruments,IM50,M19100850015,2019-01-01,Patient Monitor
Edan Instruments,IM50,M19100850029,2019-01-01,Patient Monitor
Edan Instruments,IM50,M19100850033,2019-01-01,Patient Monitor
Edan Instruments,IM50,M19100850017,2019-01-01,Patient Monitor
Edan Instruments,IM50,M19100580024,2019-01-01,Patient Monitor
Edan Instruments,IM50,M19100850001,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530018,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530004,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530017,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530014,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530019,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530008,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530010,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530016,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530003,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530011,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530006,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530005,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530007,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530001,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530013,2019-01-01,Patient Monitor
Edan Instruments,IM70,M19805530002,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413150003,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413130058,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413150044,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413150007,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413130016,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413130058,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413130060,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413130011,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413130027,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413130015,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19706920013,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413130013,2019-01-01,Patient Monitor
Edan Instruments,iT20,M19413130052,2019-01-01,Patient Monitor
Masimo,RAD8,M192824,2019-01-01,Pulse Oximeter
Masimo,RAD8,M192444,2019-01-01,Pulse Oximeter
Masimo,RAD8,M192465,2019-01-01,Pulse Oximeter
Masimo,RAD8,M192344,2019-01-01,Pulse Oximeter
ZOLL Medical,AEDPLUS,(21) X19G176549,2019-01-01,AED
ZOLL Medical,RSERIES,AF19A091958,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092952,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092950,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092199,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092935,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092455,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092465,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092949,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092928,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092207,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092946,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092943,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092936,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092428,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092467,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092223,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092456,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092482,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19B092446,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19F099133,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19F099132,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19F099189,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19F099267,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19F099254,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19D096889,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19E096912,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19F099305,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19F099263,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19F099134,2019-01-01,Defibrillator
ZOLL Medical,R Series ALS,AF19F099298,2019-01-01,Defibrillator
HILL ROM,P3200,H195AD1457,2019-01-01,Hospital Bed
HILL ROM,CENTURYP1400,G192AG4641,2019-01-01,Hospital Bed
Edan Instruments,IM3,262096-M20706520060,2020-01-01,Patient Monitor
Edan Instruments,IM3,261436-M20903720061,2020-01-01,Patient Monitor
Edan Instruments,IM3,261436-M20903720005,2020-01-01,Patient Monitor
Edan Instruments,iT20,M2012320037,2020-01-01,Patient Monitor
Edan Instruments,iT20,M20403290003,2020-01-01,Patient Monitor
Edan Instruments,iT20,M20403290001,2020-01-01,Patient Monitor
LINET,ELEGANZA 3,20200275616,2020-01-01,Hospital Bed
Welch Allyn,FILAC3000,A2053244X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A202057084X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2060906X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2066575X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2057370X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2055074X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2057912X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2057043X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2062842X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2060107X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2066567X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2057032X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A206611345X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2066565X,2020-01-01,Thermometer
Welch Allyn,FILAC3000,A2055919X,2020-01-01,Thermometer
Welch Allyn,SPOT VITAL SIGNS,201507871,2020-01-01,Vital Signs Monitor
Welch Allyn,SPOT VITAL SIGNS,200810466,2020-01-01,Vital Signs Monitor
Welch Allyn,SPOT VITAL SIGNS,201507902,2020-01-01,Vital Signs Monitor
ZOLL Medical,X Series,AR20A045649,2020-01-01,Defibrillator
ZOLL Medical,X Series,AR20C047049,2020-01-01,Defibrillator
ZOLL Medical,X Series,AR20B046467,2020-01-01,Defibrillator
ZOLL Medical,X Series,AR20A045327,2020-01-01,Defibrillator
ZOLL Medical,X Series,AR20C047039,2020-01-01,Defibrillator
Edan Instruments,F9EXPRESS,560039-M21C11330002,2021-01-01,Fetal Monitor
Edan Instruments,IM3,261436-M21508650086,2021-01-01,Patient Monitor
Edan Instruments,IM3,261436-M21508650088,2021-01-01,Patient Monitor
Edan Instruments,IM3,261436-M21508650067,2021-01-01,Patient Monitor
Edan Instruments,iT20,M21203860030,2021-01-01,Patient Monitor
Edan Instruments,iT20,M21203860028,2021-01-01,Patient Monitor
LINET,ELEGANZA 3,20210147025,2021-01-01,Hospital Bed
LINET,ELEGANZA 3,20210147077,2021-01-01,Hospital Bed
LINET,ELEGANZA 3,20210149187,2021-01-01,Hospital Bed
LINET,ELEGANZA 3,20210101683,2021-01-01,Hospital Bed
LINET,ELEGANZA 3,20210101685,2021-01-01,Hospital Bed
LINET,ELEGANZA 3,20210147060,2021-01-01,Hospital Bed
LINET,ELEGANZA 3,20210147032,2021-01-01,Hospital Bed
Stryker,1061,2021005801196,2021-01-01,Stretcher
Stryker,1061,2021005801198,2021-01-01,Stretcher
Stryker,1061,2021005801199,2021-01-01,Stretcher
Stryker,1061,2021005801197,2021-01-01,Stretcher
ZOLL Medical,X Series,AR21A054264,2021-01-01,Defibrillator
ARJO INC.,FLOWTRON,2100053978,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100054510,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100067774,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100054523,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100054001,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100054283,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100054494,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100054522,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100054527,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100064600,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100064601,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100053935,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100053984,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100053991,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100064603,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100053980,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100053932,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100053928,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100054542,2021-01-01,Compression Therapy Device
ARJO INC.,FLOWTRON,2100054511,2021-01-01,Compression Therapy Device
HILL ROM,P1440,P216ME5983,2021-01-01,Hospital Bed
HILL ROM,P1440,P216ME5974,2021-01-01,Hospital Bed
HILL ROM,P1440,P216ME5972,2021-01-01,Hospital Bed
HILL ROM,P1440,P216ME5982,2021-01-01,Hospital Bed
HILL ROM,P1440,P216ME5981,2021-01-01,Hospital Bed
HILL ROM,P1440,P217ME5992,2021-01-01,Hospital Bed
HILL ROM,P1440,P216ME5980,2021-01-01,Hospital Bed
HILL ROM,P1440,P2164E5977,2021-01-01,Hospital Bed
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108144EN,2021-08-14,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108189EN,2021-08-18,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108193EN,2021-08-19,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108205EN,2021-08-20,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108208EN,2021-08-20,Infant Incubator
American Diagnostic,CE 1434,22192114,2022-01-01,Diagnostic Device
American Diagnostic,CE 1434,22192189,2022-01-01,Diagnostic Device
Edan Instruments,iT20,M22411170006,2022-01-01,Patient Monitor
Edan Instruments,iT20,M22411170008,2022-01-01,Patient Monitor
Stryker,1061,2022005800690,2022-01-01,Stretcher
Stryker,1061,2022005800345,2022-01-01,Stretcher
Stryker,1061,2022005800343,2022-01-01,Stretcher
Stryker,1061,2022005800691,2022-01-01,Stretcher
Stryker,1061,2022005800344,2022-01-01,Stretcher
ZOLL Medical,AEDPLUS,X22F478419,2022-01-01,AED
ZOLL Medical,AEDPLUS,X22E470885,2022-01-01,AED
ZOLL Medical,X Series,AR22L073058,2022-01-01,Defibrillator
ZOLL Medical,X Series,AR22E067679,2022-01-01,Defibrillator
Edan Instruments,F9EXPRESS,560039-M23909480002,2023-01-01,Fetal Monitor
Edan Instruments,SE1200EXPRESS,M23116470007,2023-01-01,ECG Machine
Edan Instruments,SE1200EXPRESS,460016-M23116470013,2023-01-01,ECG Machine
Edan Instruments,SE1200EXPRESS,460016-M23801490029,2023-01-01,ECG Machine
Edan Instruments,SE1200EXPRESS,460016-M23801490022,2023-01-01,ECG Machine
Edan Instruments,SE1200EXPRESS,460016-M23801490034,2023-01-01,ECG Machine
Edan Instruments,SE1200EXPRESS,460016-M23801490035,2023-01-01,ECG Machine
Edan Instruments,iT20,M23910480001,2023-01-01,Patient Monitor
Welch Allyn,SURETEMPPLUS,(21) 23038261,2023-01-01,Thermometer
ZOLL Medical,AEDPLUS,X23L761535,2023-01-01,AED
ZOLL Medical,RSERIES,AF23L173769,2023-01-01,Defibrillator
ZOLL Medical,RSERIES,AF23L173935,2023-01-01,Defibrillator
ZOLL Medical,RSERIES,AF23G169205,2023-01-01,Defibrillator
ZOLL Medical,RSERIES,AF23G169292,2023-01-01,Defibrillator
ZOLL Medical,RSERIES,AF23G169321,2023-01-01,Defibrillator
ZOLL Medical,RSERIES,AF23G169315,2023-01-01,Defibrillator
ZOLL Medical,RSERIES,AF23G169217,2023-01-01,Defibrillator
HILL ROM,CENTURYP1400,L230HE3537,2023-01-01,Hospital Bed
American Diagnostic,CE 1434,C241870143,2024-01-01,Diagnostic Device
American Diagnostic,CE 1434,C241870093,2024-01-01,Diagnostic Device
American Diagnostic,CE 1434,C241843867,2024-01-01,Diagnostic Device
American Diagnostic,CE 1434,C241843922,2024-01-01,Diagnostic Device
American Diagnostic,CE 1434,C241843881,2024-01-01,Diagnostic Device
American Diagnostic,CE 1434,C241843806,2024-01-01,Diagnostic Device
Edan Instruments,IM3,262654-M24705640065,2024-01-01,Patient Monitor
Edan Instruments,IM3,262654-M24903790011,2024-01-01,Patient Monitor
Edan Instruments,IM3,262654-M24903790001,2024-01-01,Patient Monitor
Edan Instruments,SE1200EXPRESS,460016-K24700210010,2024-01-01,ECG Machine
Edan Instruments,SE1200EXPRESS,460016-M246096330015,2024-01-01,ECG Machine
Edan Instruments,SE1200EXPRESS,M24A2930014,2024-01-01,ECG Machine
Edan Instruments,SE1200EXPRESS,M24A02930002,2024-01-01,ECG Machine
Edan Instruments,SE1200EXPRESS,M24A02930001,2024-01-01,ECG Machine
Edan Instruments,iT20,M24402010037,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24402010035,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24402010034,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380006,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380010,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380009,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380008,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380007,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380001,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380003,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380004,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750012,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750016,2024-01-01,Patient Monitor
Edan Instruments,iT20,M2415750004,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750002,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750003,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750001,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750018,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750019,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750011,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750010,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24A15750009,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380002,2024-01-01,Patient Monitor
Edan Instruments,iT20,M24408380005,2024-01-01,Patient Monitor
Welch Allyn,SURETEMPPLUS,24519376,2024-01-01,Thermometer
ZOLL Medical,RSERIES,AF24I180367,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24A174904,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24A174867,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24C175990,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24C175991,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24F178630,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G179402,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G179173,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G178993,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G179155,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G179510,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24H179829,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G179180,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24F178395,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G179153,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G179186,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24E178300,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G179403,2024-01-01,Defibrillator
ZOLL Medical,RSERIES,AF24G179158,2024-01-01,Defibrillator
LINET,ELEGANZA 4,20240211343,2024-02-11,Hospital Bed
LINET,ELEGANZA 4,20240211435,2024-02-11,Hospital Bed
LINET,ELEGANZA 4,20240217185,2024-02-17,Hospital Bed
LINET,ELEGANZA 4,20240217163,2024-02-17,Hospital Bed
LINET,ELEGANZA 4,20240217171,2024-02-17,Hospital Bed
LINET,ELEGANZA 4,20240217177,2024-02-17,Hospital Bed
LINET,ELEGANZA 4,20240219124,2024-02-19,Hospital Bed
LINET,ELEGANZA 4,20240315321,2024-03-15,Hospital Bed
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406189EN,2024-06-18,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406183EN,2024-06-18,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406187EN,2024-06-18,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406188EN,2024-06-18,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406190EN,2024-06-19,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406209EN,2024-06-20,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406237EN,2024-06-23,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406249EN,2024-06-24,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406252EN,2024-06-25,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406267EN,2024-06-26,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406266EN,2024-06-26,Infant Incubator
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU20240630EN,2024-06-30,Infant Incubator
LAB CORP.,642E,241013LB348,2024-10-13,Laboratory Analyzer
LAB CORP.,642E,241013LB328,2024-10-13,Laboratory Analyzer
Philips,INTELLIVUE MX40,2569230,2025-01-01,Patient Monitor
ZOLL Medical,AEDPLUS,X25I944351,2025-01-01,AED
ZOLL Medical,AEDPLUS,X25I944935,2025-01-01,AED
ZOLL Medical,RSERIES,AF25G186555,2025-01-01,Defibrillator
